# Batch 4 — next 100 CX articles (rows 698–797), run on AksharaBot
കേന്ദ്രപാര ലോകസഭാ മണ്ഡലം .	0.9655172413793103		698
ഡോ. രാധാകൃഷ്ണൻ ഗവൺമെൻ്റ് മെഡിക്കൽ കോളേജ്	0.9655172413793103		699
ബൽവന്ത് മോരേശ്വർ പുരന്ദരെ	0.9655172413793103		700
ലോകമാന്യ തിലക് മുനിസിപ്പൽ മെഡിക്കൽ കോളേജ് ആൻഡ് ജനറൽ ഹോസ്പിറ്റൽ	0.9655172413793103		701
വിഷ്ണു ഗുപ്ത	0.9655172413793103		702
ശാന്തി വില്യംസ് (നടി)	0.9655172413793103		703
മധുരനാരങ്ങ (ചലച്ചിത്രം)	0.9654471544715447		704
കെ. ലക്ഷ്മണ	0.9653846153846153		705
ഒരു യാത്രാമൊഴി	0.9653465346534653		706
പോഗോ (ടിവി ചാനൽ)	0.9652777777777779		707
കമ്മിൻസ്	0.9652375434530707		708
അൽ ഫാറാബി	0.9652203856749311		709
മുഹമ്മദ് ബിൻ അബ്ദുൾ അസീസ് അൽ സൗദ്	0.96513470681458		710
Vidita Vaidya	0.9651162790697676		711
ശുഭയാത്ര	0.9651162790697676		712
സത്യസായി സംഘടന	0.9650485436893202		713
എയർ ഇന്ത്യാ വിമാനം 1344	0.9650145772594754		714
രാജീവ് (തമിഴ് നടൻ)	0.965		715
കലൈഞ്ജർ ടി.വി.	0.9649122807017544		716
രാജേന്ദ്ര മെമ്മോറിയൽ റിസർച്ച് ഇൻസ്റ്റിറ്റ്യൂട്ട് ഓഫ് മെഡിക്കൽ സയൻസസ്	0.9649122807017544		717
V. Mohan	0.9648760330578512		718
ഇംഗ കോർട്ടെ	0.964871194379391		719
തമിഴ് ബ്രഹ്മി	0.96484375		720
കാർട്ടൂൺ നെറ്റ്‌വർക്ക്	0.9648300117233294		721
Gursaran Talwar	0.9647887323943662		722
കുർദ്ദിഷ് സിനിമ	0.9647302904564315		723
കൃഷ്ണപ്പരുന്ത് (ചലച്ചിത്രം)	0.9647058823529412		724
ഫ്രെഡ്രിക്ക് ഷൗട്ട	0.9647058823529412		725
Charles R. Drew	0.9646643109540637		726
പ്രഗതി സിംഗ്	0.9646017699115044		727
വില്യം സ്മെല്ലി (ഒബ്സ്റ്റട്രീഷൻ)	0.9646017699115044		728
നാഗാലാൻഡിലെ ജില്ലകളുടെ പട്ടിക	0.9645669291338582		729
ലോക മൃഗദിനം	0.9644670050761421		730
Mary Scharlieb	0.9644218551461247		731
Sajid Javid	0.9643387815750372		732
Jagat Ram	0.9642857142857143		733
M	0.9642857142857143		734
അമ്മേ ഭഗവതി	0.9642857142857143		735
ആലമ്പാടി	0.9642857142857143		736
